product_id,sku,brand,model,product_family,device_type,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,weight_kg,warranty_months,msrp
P053242,LP-APPLE-STEALTH-CK2-2022,Apple,Apple Stealth CK2,Stealth,Laptop,2022,Windows,Ultrabook,Apple,Apple M1,4,12,12,2.6,3.6,Apple,Apple Integrated,4,0,64,SSD,1024,2,LED,16.0,1920x1080,60,80,90,1.33,12,2417.99
P053243,LP-DELL-SLIM-XYA-2024,Dell,Dell Slim XYA,Slim,Laptop,2024,Windows,Ultrabook,AMD,AMD Ryzen 7 3351,4,12,24,2.6,3.4,AMD,RX 7000 70,3,8,32,SSD,1024,1,Mini-LED,14.0,2560x1600,60,90,180,1.37,48,2421.99
P053244,LP-HP-ZEN-GTW-2019,HP,HP Zen GTW,Zen,Laptop,2019,Windows,2-in-1,AMD,AMD Ryzen 7 5361,4,14,28,2.6,3.7,AMD,RX 7000 70,3,8,32,NVMe,2048,1,LED,15.6,2880x1800,60,56,180,2.0,36,2180.99
P053245,LP-APPLE-BLADE-6TE-2025,Apple,Apple Blade 6TE,Blade,Laptop,2025,Windows,Ultrabook,Apple,Apple M3,6,24,24,3.0,3.9,Apple,Apple Integrated,5,2,96,HDD,1024,1,QLED,13.3,1920x1080,120,60,65,2.32,48,3086.99
P053246,LP-ACER-SLIM-72B-2024,Acer,Acer Slim 72B,Slim,Laptop,2024,Windows,Ultrabook,Intel,Intel i7-13597,5,16,32,2.8,3.8,NVIDIA,RTX 30 80,4,10,64,NVMe,2048,1,LED,14.0,2560x1600,60,60,65,1.37,48,2101.99
P053247,LP-GIGABYTE-THINK-WBX-2025,Gigabyte,Gigabyte Think WBX,Think,Laptop,2025,Windows,Workstation,AMD,AMD Ryzen 5 3410,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,HDD,512,2,VA,15.6,2560x1600,60,56,90,2.0,12,1604.99
P053248,LP-GIGABYTE-AIR-VEP-2022,Gigabyte,Gigabyte Air VEP,Air,Laptop,2022,macOS,2-in-1,AMD,AMD Ryzen 5 6644,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,NVMe,256,1,VA,14.0,2880x1800,165,90,120,2.87,36,1955.99
P053249,LP-DELL-THINK-9O4-2024,Dell,Dell Think 9O4,Think,Laptop,2024,Windows,Gaming,Intel,Intel i9-12534,6,26,52,3.0,4.1,NVIDIA,RTX 40 90,6,16,128,Hybrid,1024,1,IPS,15.6,1920x1080,120,90,90,1.5,12,3093.99
P053250,LP-LENOVO-THINK-MBC-2020,Lenovo,Lenovo Think MBC,Think,Laptop,2020,macOS,Mainstream,Intel,Intel i5-13266,2,6,12,2.2,3.1,NVIDIA,RTX 40 60,2,6,16,SSD,1024,1,LED,15.6,2560x1600,60,56,65,1.5,24,1690.99
P053251,LP-LENOVO-NITRO-PMA-2024,Lenovo,Lenovo Nitro PMA,Nitro,Laptop,2024,Windows,Mainstream,Intel,Intel i5-14908,2,8,16,2.2,3.3,NVIDIA,RTX 40 50,1,4,8,NVMe,512,1,OLED,15.6,1920x1080,60,50,65,1.3,24,1495.99
P053252,LP-MSI-AIR-F8P-2023,MSI,MSI Air F8P,Air,Laptop,2023,Windows,2-in-1,AMD,AMD Ryzen 5 5207,3,8,16,2.4,3.4,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,1,IPS,13.3,1920x1080,120,60,120,1.32,48,1745.99
P053253,LP-APPLE-PRO-TOG-2024,Apple,Apple Pro TOG,Pro,Laptop,2024,macOS,Gaming,Apple,Apple M2,5,16,16,2.8,3.7,Apple,Apple Integrated,5,4,96,SSD,256,1,QLED,15.6,3840x2160,144,60,90,1.5,12,4097.99
P053254,LP-DELL-PRO-O2C-2024,Dell,Dell Pro O2C,Pro,Laptop,2024,macOS,Ultrabook,Intel,Intel i5-11959,3,8,16,2.4,3.3,NVIDIA,RTX 40 70,3,8,32,NVMe,256,1,IPS,17.3,1920x1080,144,80,120,2.64,24,1965.99
P053255,LP-ACER-STEALTH-ZEC-2022,Acer,Acer Stealth ZEC,Stealth,Laptop,2022,ChromeOS,Mainstream,Intel,Intel i7-14748,4,12,22,2.6,3.6,NVIDIA,RTX 40 80 Ti,5,12,64,NVMe,512,1,LED,13.3,3840x2160,165,99,45,1.12,24,2521.99
P053256,LP-DELL-NITRO-7HR-2023,Dell,Dell Nitro 7HR,Nitro,Laptop,2023,Windows,Gaming,AMD,AMD Ryzen 5 6706,3,10,20,2.4,3.2,Apple,Apple Integrated,2,2,16,SSD,512,1,Mini-LED,14.0,1920x1080,60,50,180,2.87,12,1571.99
P053257,LP-DELL-SLIM-LSN-2020,Dell,Dell Slim LSN,Slim,Laptop,2020,Windows,Ultrabook,AMD,AMD Ryzen 7 5845,4,14,28,2.6,3.7,NVIDIA,RTX 20 70,3,8,32,NVMe,512,1,OLED,15.6,1920x1080,120,70,45,1.7,24,2288.99
P053258,LP-SAMSUNG-SLIM-M68-2021,Samsung,Samsung Slim M68,Slim,Laptop,2021,Windows,2-in-1,Intel,Intel i5-10730,3,8,16,2.4,3.2,Apple,Apple Integrated,2,0,16,SSD,512,1,Mini-LED,15.6,3840x2160,90,90,90,1.7,12,2028.99
P053259,LP-DELL-ZEN-6B6-2025,Dell,Dell Zen 6B6,Zen,Laptop,2025,Windows,2-in-1,Intel,Intel i5-10747,3,8,14,2.4,3.5,NVIDIA,RTX 40 70,3,8,32,HDD,512,2,Mini-LED,15.6,1920x1080,120,80,90,1.5,12,1911.99
P053260,LP-DELL-CREATOR-SJF-2022,Dell,Dell Creator SJF,Creator,Laptop,2022,macOS,Ultrabook,Intel,Intel i5-14596,2,6,12,2.2,3.1,Intel,Arc A310,1,2,8,Hybrid,256,1,LED,15.6,1920x1080,144,60,120,2.5,24,1671.99
P053261,LP-SAMSUNG-SLIM-ZH3-2025,Samsung,Samsung Slim ZH3,Slim,Laptop,2025,Windows,2-in-1,Intel,Intel i5-11116,3,8,14,2.4,3.3,NVIDIA,RTX 40 50,1,4,16,NVMe,1024,1,QLED,14.0,1920x1080,90,70,65,1.17,24,1744.99
P053262,LP-SAMSUNG-SLIM-UT7-2021,Samsung,Samsung Slim UT7,Slim,Laptop,2021,Windows,Ultrabook,Intel,Intel i5-13705,2,6,12,2.2,3.2,AMD,RX 7000 50,1,4,8,NVMe,1024,1,Mini-LED,14.0,1920x1080,90,70,180,1.57,24,1758.99
P053263,LP-ASUS-NITRO-WJ5-2025,ASUS,ASUS Nitro WJ5,Nitro,Laptop,2025,Windows,2-in-1,Intel,Intel i5-12465,3,10,20,2.4,3.4,NVIDIA,RTX 40 50,1,4,16,Hybrid,512,1,QLED,15.6,1920x1080,144,50,120,1.3,12,1643.99
P053264,LP-DELL-THINK-ML0-2022,Dell,Dell Think ML0,Think,Laptop,2022,Windows,Gaming,AMD,AMD Ryzen 5 7497,3,8,16,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,SSD,2048,1,LED,15.6,1920x1080,120,60,45,1.5,24,1809.99
P053265,LP-ASUS-CREATOR-R4V-2024,ASUS,ASUS Creator R4V,Creator,Laptop,2024,macOS,Ultrabook,AMD,AMD Ryzen 7 3438,4,12,24,2.6,3.5,NVIDIA,RTX 30 80,4,10,64,NVMe,1024,1,OLED,15.6,2560x1600,240,50,120,1.7,24,2690.99
P053266,LP-HP-THINK-BKO-2025,HP,HP Think BKO,Think,Laptop,2025,Windows,Gaming,Intel,Intel i7-13292,4,12,24,2.6,3.6,AMD,RX 7000 70,3,8,32,Hybrid,1024,1,VA,17.3,1920x1080,120,50,65,2.14,24,2072.99
P053267,LP-LENOVO-ZEN-W94-2023,Lenovo,Lenovo Zen W94,Zen,Laptop,2023,macOS,Mainstream,Intel,Intel i9-14452,6,26,52,3.0,3.9,AMD,RX 7000 90,6,16,128,NVMe,512,2,OLED,15.6,1920x1080,120,50,65,1.3,24,3225.99
P053268,LP-ASUS-LEGION-6L6-2025,ASUS,ASUS Legion 6L6,Legion,Laptop,2025,Windows,Mainstream,AMD,AMD Ryzen 3 7384,1,4,8,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,NVMe,1024,1,QLED,16.0,1920x1080,60,56,90,1.13,24,1223.99
P053269,LP-ACER-THINK-TBS-2021,Acer,Acer Think TBS,Think,Laptop,2021,macOS,2-in-1,AMD,AMD Ryzen 7 6467,5,16,32,2.8,3.7,NVIDIA,RTX 30 80 Ti,5,12,96,HDD,512,1,LED,15.6,2560x1600,240,90,90,1.3,36,2704.99
P053270,LP-DELL-BLADE-YAN-2022,Dell,Dell Blade YAN,Blade,Laptop,2022,ChromeOS,Mainstream,AMD,AMD Ryzen 3 5216,1,4,8,2.0,3.1,AMD,RX 6000 50,1,4,8,NVMe,512,1,IPS,17.3,1920x1080,60,70,90,1.84,24,809.99
P053271,LP-ASUS-ZEN-NUX-2025,ASUS,ASUS Zen NUX,Zen,Laptop,2025,Windows,Mainstream,AMD,AMD Ryzen 7 4276,5,16,32,2.8,3.6,Intel,Arc A700,4,0,64,NVMe,512,1,IPS,16.0,1920x1080,120,80,120,1.73,24,2500.99
P053272,LP-MSI-BLADE-XX7-2025,MSI,MSI Blade XX7,Blade,Laptop,2025,macOS,Mainstream,AMD,AMD Ryzen 7 4662,5,16,30,2.8,3.7,AMD,RX 6000 80,4,10,64,NVMe,512,1,QLED,13.3,1920x1080,60,80,65,1.52,12,2486.99
P053273,LP-DELL-THINK-G8L-2018,Dell,Dell Think G8L,Think,Laptop,2018,Windows,Gaming,Intel,Intel i3-11856,1,6,12,2.0,3.1,AMD,RX 7000 50,1,4,8,NVMe,512,1,QLED,17.3,2560x1600,60,99,90,1.64,36,1165.99
P053274,LP-GIGABYTE-STEALTH-1RM-2023,Gigabyte,Gigabyte Stealth 1RM,Stealth,Laptop,2023,Windows,Gaming,Intel,Intel i5-12872,2,6,12,2.2,3.2,NVIDIA,RTX 30 50,1,4,8,SSD,1024,1,LED,16.0,1920x1080,60,50,65,1.33,24,1129.99
P053275,LP-SAMSUNG-NITRO-WR2-2023,Samsung,Samsung Nitro WR2,Nitro,Laptop,2023,Windows,Mainstream,AMD,AMD Ryzen 5 4275,2,6,12,2.2,3.2,AMD,RX 6000 60,2,6,16,SSD,512,1,LED,14.0,1920x1080,60,60,65,1.37,24,1189.99
P053276,LP-LENOVO-AIR-96E-2021,Lenovo,Lenovo Air 96E,Air,Laptop,2021,Windows,2-in-1,Intel,Intel i7-13401,5,18,34,2.8,3.8,Intel,Arc A700,4,2,64,Hybrid,512,1,LED,16.0,1920x1080,60,60,120,1.33,36,2191.99
P053277,LP-APPLE-NITRO-TOQ-2019,Apple,Apple Nitro TOQ,Nitro,Laptop,2019,Windows,Mainstream,Apple,Apple M2,3,8,8,2.4,3.5,Apple,Apple Integrated,2,6,16,Hybrid,256,1,LED,15.6,1920x1080,60,56,45,1.7,12,1375.99
P053278,LP-DELL-THINK-4OP-2020,Dell,Dell Think 4OP,Think,Laptop,2020,Windows,Ultrabook,AMD,AMD Ryzen 5 5931,3,10,20,2.4,3.2,NVIDIA,RTX 30 70,3,8,32,SSD,512,1,OLED,15.6,1920x1080,60,80,90,2.0,12,1581.99
P053279,LP-LENOVO-SLIM-YT4-2023,Lenovo,Lenovo Slim YT4,Slim,Laptop,2023,Windows,Mainstream,Intel,Intel i3-10485,1,6,12,2.0,3.1,AMD,RX 5000 50,1,4,8,Hybrid,2048,1,LED,14.0,1920x1080,120,70,180,1.57,24,1157.99
P053280,LP-SAMSUNG-CREATOR-O20-2023,Samsung,Samsung Creator O20,Creator,Laptop,2023,macOS,Mainstream,AMD,AMD Ryzen 3 7573,1,4,8,2.0,3.0,AMD,RX 5000 50,1,4,8,Hybrid,256,1,LED,14.0,3840x2160,60,56,90,2.37,24,1473.99
P053281,LP-DELL-PRO-D77-2023,Dell,Dell Pro D77,Pro,Laptop,2023,Windows,Gaming,Intel,Intel i5-13935,2,8,14,2.2,3.2,NVIDIA,RTX 30 60,2,6,32,SSD,256,1,Mini-LED,15.6,1920x1080,60,70,65,2.0,48,1475.99
P053282,LP-HP-SLIM-A5Y-2022,HP,HP Slim A5Y,Slim,Laptop,2022,Windows,Gaming,Intel,Intel i3-14602,1,4,8,2.0,2.9,Intel,Arc A310,1,0,8,NVMe,1024,1,VA,15.6,2560x1600,90,60,45,1.5,24,1261.99
P053283,LP-DELL-AIR-WEX-2022,Dell,Dell Air WEX,Air,Laptop,2022,Linux,2-in-1,AMD,AMD Ryzen 5 5304,2,8,16,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,NVMe,512,1,OLED,14.0,2560x1600,120,90,90,1.17,12,1448.99
P053284,LP-RAZER-THINK-GJI-2022,Razer,Razer Think GJI,Think,Laptop,2022,Windows,Ultrabook,Intel,Intel i3-13932,1,6,12,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,SSD,1024,1,LED,14.0,1920x1080,120,56,90,1.17,24,1241.99
P053285,LP-LENOVO-SLIM-RCG-2020,Lenovo,Lenovo Slim RCG,Slim,Laptop,2020,macOS,Ultrabook,Intel,Intel i7-14723,4,12,24,2.6,3.4,NVIDIA,RTX 30 80,4,10,64,NVMe,512,1,OLED,15.6,1920x1080,165,60,65,1.5,12,2247.99
P053286,LP-HP-ZEN-5OF-2025,HP,HP Zen 5OF,Zen,Laptop,2025,Windows,Mainstream,Intel,Intel i7-14873,5,16,32,2.8,3.6,NVIDIA,RTX 40 90,6,16,96,HDD,1024,1,OLED,15.6,2880x1800,144,70,90,1.3,24,3352.99
P053287,LP-DELL-AIR-URZ-2024,Dell,Dell Air URZ,Air,Laptop,2024,Windows,2-in-1,Intel,Intel i7-11309,4,14,28,2.6,3.5,NVIDIA,RTX 40 70,3,8,32,Hybrid,512,1,Mini-LED,16.0,1920x1080,60,80,90,2.03,12,2051.99
P053288,LP-HP-ZEN-J1S-2024,HP,HP Zen J1S,Zen,Laptop,2024,Windows,2-in-1,AMD,AMD Ryzen 7 7278,5,16,32,2.8,3.7,NVIDIA,RTX 30 80 Ti,5,12,96,HDD,256,1,LED,13.3,1920x1080,60,70,120,1.32,24,2098.99
P053289,LP-APPLE-ZEN-6WY-2024,Apple,Apple Zen 6WY,Zen,Laptop,2024,Windows,Mainstream,Apple,Apple M1 Max,3,8,8,2.4,3.4,Apple,Apple Integrated,2,2,16,HDD,1024,1,LED,16.0,1920x1080,60,56,65,2.03,12,1525.99
P053290,LP-LENOVO-BLADE-OJZ-2025,Lenovo,Lenovo Blade OJZ,Blade,Laptop,2025,Linux,2-in-1,AMD,AMD Ryzen 5 4400,2,8,16,2.2,3.2,NVIDIA,RTX 20 50,1,4,8,SSD,256,1,OLED,14.0,1920x1080,60,80,90,1.17,24,1346.99
P053291,LP-DELL-CREATOR-W3K-2022,Dell,Dell Creator W3K,Creator,Laptop,2022,Windows,Gaming,AMD,AMD Ryzen 5 7208,3,8,16,2.4,3.3,Intel,Arc A580,3,2,32,SSD,512,1,IPS,14.0,2560x1600,60,99,90,2.87,48,2002.99
P053292,LP-LENOVO-AIR-IHG-2025,Lenovo,Lenovo Air IHG,Air,Laptop,2025,Windows,Ultrabook,Intel,Intel i5-11262,2,6,12,2.2,3.0,NVIDIA,RTX 30 70,3,8,16,NVMe,1024,1,OLED,14.0,3840x2160,90,56,120,2.37,36,2275.99
P053293,LP-ACER-AIR-NUF-2023,Acer,Acer Air NUF,Air,Laptop,2023,Windows,Mainstream,AMD,AMD Ryzen 7 3831,5,18,36,2.8,3.8,NVIDIA,RTX 40 70,3,8,64,NVMe,256,1,LED,17.3,1920x1080,144,56,65,1.84,24,1600.99
P053294,LP-LENOVO-BLADE-ZB4-2024,Lenovo,Lenovo Blade ZB4,Blade,Laptop,2024,Windows,2-in-1,Intel,Intel i7-11674,5,16,32,2.8,3.9,AMD,RX 6000 70,3,8,64,Hybrid,256,1,LED,14.0,1920x1080,144,60,90,1.57,12,1749.99
P053295,LP-LENOVO-LEGION-1C1-2024,Lenovo,Lenovo Legion 1C1,Legion,Laptop,2024,Windows,Mainstream,Intel,Intel i7-10555,4,12,24,2.6,3.5,NVIDIA,RTX 40 70,3,8,32,Hybrid,512,2,OLED,15.6,1920x1080,90,80,90,1.5,12,2111.99
P053296,LP-HP-NITRO-F6C-2021,HP,HP Nitro F6C,Nitro,Laptop,2021,Windows,Ultrabook,AMD,AMD Ryzen 7 7429,5,16,32,2.8,3.7,NVIDIA,RTX 30 80,4,10,64,SSD,256,1,OLED,14.0,1920x1080,60,70,65,1.37,36,2226.99
P053297,LP-GIGABYTE-ZEN-1NC-2019,Gigabyte,Gigabyte Zen 1NC,Zen,Laptop,2019,Windows,Mainstream,AMD,AMD Ryzen 7 6988,5,16,32,2.8,3.6,NVIDIA,RTX 30 90,6,16,96,NVMe,512,1,OLED,15.6,1920x1080,165,60,120,1.1,36,3136.99
P053298,LP-ACER-LEGION-YEN-2021,Acer,Acer Legion YEN,Legion,Laptop,2021,Linux,Gaming,Intel,Intel i7-13318,5,18,36,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,512,2,OLED,13.3,1920x1080,120,80,120,1.12,12,2536.99
P053299,LP-ASUS-ZEN-1LY-2024,ASUS,ASUS Zen 1LY,Zen,Laptop,2024,Windows,Gaming,AMD,AMD Ryzen 9 3782,6,24,46,3.0,3.9,NVIDIA,RTX 30 90,6,16,128,NVMe,2048,1,OLED,14.0,1920x1080,144,70,120,1.57,12,3259.99
P053300,LP-ASUS-AIR-OKY-2021,ASUS,ASUS Air OKY,Air,Laptop,2021,Windows,Mainstream,Intel,Intel i7-14134,4,12,22,2.6,3.6,AMD,RX 6000 70,3,8,40,Hybrid,4096,1,IPS,16.0,1920x1080,60,60,120,1.73,12,1976.99
P053301,LP-DELL-STEALTH-IEG-2022,Dell,Dell Stealth IEG,Stealth,Laptop,2022,Windows,Workstation,Intel,Intel i7-13253,4,12,24,2.6,3.7,NVIDIA,RTX 40 80 Ti,5,12,64,Hybrid,1024,1,Mini-LED,17.3,1920x1080,90,90,120,1.24,36,2669.99
P053302,LP-MSI-STEALTH-QGL-2024,MSI,MSI Stealth QGL,Stealth,Laptop,2024,Windows,Gaming,AMD,AMD Ryzen 3 7651,1,6,12,2.0,3.0,AMD,RX 6000 50,1,4,8,NVMe,2048,1,Mini-LED,15.6,1920x1080,60,60,90,1.5,36,1774.99
P053303,LP-GIGABYTE-PRO-AD0-2023,Gigabyte,Gigabyte Pro AD0,Pro,Laptop,2023,Windows,2-in-1,AMD,AMD Ryzen 5 3232,3,8,14,2.4,3.3,NVIDIA,RTX 20 60,2,6,16,HDD,512,2,QLED,14.0,2880x1800,240,90,120,1.17,36,1893.99
P053304,LP-HP-THINK-13V-2019,HP,HP Think 13V,Think,Laptop,2019,Windows,Mainstream,AMD,AMD Ryzen 5 6143,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,NVMe,2048,1,OLED,14.0,3840x2160,144,99,45,1.87,36,1768.99
P053305,LP-ACER-AIR-IVF-2022,Acer,Acer Air IVF,Air,Laptop,2022,Windows,Mainstream,AMD,AMD Ryzen 5 5583,2,6,12,2.2,3.2,NVIDIA,RTX 30 60,2,6,16,Hybrid,512,1,LED,16.0,1920x1080,90,60,90,1.33,24,1281.99
P053306,LP-HP-PRO-QST-2020,HP,HP Pro QST,Pro,Laptop,2020,Windows,Ultrabook,AMD,AMD Ryzen 5 3106,3,10,20,2.4,3.5,NVIDIA,RTX 30 60,2,6,16,HDD,512,2,IPS,16.0,2560x1600,60,80,45,2.03,12,1520.99
P053307,LP-ACER-LEGION-ATB-2023,Acer,Acer Legion ATB,Legion,Laptop,2023,Windows,Ultrabook,Intel,Intel i5-13662,2,6,12,2.2,3.1,NVIDIA,RTX 30 50,1,4,8,NVMe,1024,1,OLED,15.6,1920x1080,120,60,120,2.5,12,1481.99
P053308,LP-RAZER-PRO-1LN-2021,Razer,Razer Pro 1LN,Pro,Laptop,2021,Windows,2-in-1,Intel,Intel i5-14944,3,8,16,2.4,3.4,NVIDIA,RTX 40 60,2,6,24,NVMe,1024,2,LED,13.3,2560x1600,90,60,65,1.52,24,1667.99
P053309,LP-LENOVO-BLADE-7GL-2025,Lenovo,Lenovo Blade 7GL,Blade,Laptop,2025,Windows,Mainstream,Intel,Intel i7-13244,4,14,28,2.6,3.6,AMD,RX 7000 60,2,6,40,HDD,512,1,LED,14.0,3840x2160,120,90,180,1.57,12,1745.99
P053310,LP-ASUS-LEGION-4EN-2023,ASUS,ASUS Legion 4EN,Legion,Laptop,2023,Windows,Mainstream,AMD,AMD Ryzen 7 7854,4,14,28,2.6,3.6,NVIDIA,RTX 40 70,3,8,32,Hybrid,1024,2,IPS,14.0,2560x1600,120,70,90,1.37,36,2072.99
P053311,LP-LENOVO-STEALTH-81Z-2024,Lenovo,Lenovo Stealth 81Z,Stealth,Laptop,2024,Windows,Ultrabook,Intel,Intel i3-13581,1,6,12,2.0,2.8,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,OLED,16.0,1920x1080,90,99,65,1.53,24,1406.99
P053312,LP-APPLE-PRO-8P0-2025,Apple,Apple Pro 8P0,Pro,Laptop,2025,Windows,Workstation,Apple,Apple M2 Pro,3,10,10,2.4,3.4,Apple,Apple Integrated,3,2,32,SSD,2048,1,IPS,17.3,2560x1600,60,80,65,2.14,36,2041.99
P053313,LP-LENOVO-STEALTH-BJR-2022,Lenovo,Lenovo Stealth BJR,Stealth,Laptop,2022,Windows,Gaming,AMD,AMD Ryzen 7 6795,4,14,28,2.6,3.5,Apple,Apple Integrated,4,4,64,NVMe,512,2,VA,14.0,2880x1800,60,50,65,1.87,24,2314.99
P053314,LP-GIGABYTE-LEGION-BX1-2024,Gigabyte,Gigabyte Legion BX1,Legion,Laptop,2024,macOS,2-in-1,Intel,Intel i7-11717,4,12,24,2.6,3.7,NVIDIA,RTX 30 80 Ti,5,12,80,SSD,256,1,OLED,15.6,1920x1080,60,99,65,1.1,24,2441.99
P053315,LP-HP-ZEN-RFW-2020,HP,HP Zen RFW,Zen,Laptop,2020,Windows,Gaming,AMD,AMD Ryzen 5 7375,2,6,12,2.2,3.0,NVIDIA,RTX 30 70,3,8,16,NVMe,512,1,IPS,14.0,3840x2160,60,60,90,2.87,12,1854.99
P053316,LP-ASUS-ZEN-GWI-2021,ASUS,ASUS Zen GWI,Zen,Laptop,2021,macOS,Ultrabook,Intel,Intel i7-12863,5,16,30,2.8,3.6,NVIDIA,RTX 30 80,4,10,64,Hybrid,1024,1,OLED,16.0,2880x1800,90,80,65,1.73,24,3268.99
P053317,LP-ACER-BLADE-YQS-2025,Acer,Acer Blade YQS,Blade,Laptop,2025,Windows,Ultrabook,Intel,Intel i7-12573,4,12,24,2.6,3.4,NVIDIA,RTX 20 70,3,8,32,Hybrid,256,1,OLED,16.0,1920x1080,60,80,90,2.03,24,2129.99
P053318,LP-ASUS-LEGION-1A1-2019,ASUS,ASUS Legion 1A1,Legion,Laptop,2019,Windows,2-in-1,AMD,AMD Ryzen 5 7177,2,6,12,2.2,3.2,NVIDIA,RTX 30 50,1,4,8,Hybrid,1024,1,LED,16.0,3840x2160,60,70,45,1.53,24,1514.99
P053319,LP-HP-LEGION-84K-2018,HP,HP Legion 84K,Legion,Laptop,2018,Windows,Mainstream,AMD,AMD Ryzen 7 6128,5,16,32,2.8,3.8,NVIDIA,RTX 20 80 Ti,5,12,96,SSD,512,1,IPS,14.0,1920x1080,120,56,90,0.97,12,2026.99
P053320,LP-ACER-STEALTH-W9V-2022,Acer,Acer Stealth W9V,Stealth,Laptop,2022,Windows,Ultrabook,Intel,Intel i7-10849,5,16,32,2.8,3.6,NVIDIA,RTX 40 90,6,16,96,NVMe,1024,1,OLED,13.3,1920x1080,60,90,45,1.32,12,2657.99
P053321,LP-HP-AIR-EV7-2019,HP,HP Air EV7,Air,Laptop,2019,Windows,2-in-1,Intel,Intel i5-14293,3,8,16,2.4,3.4,AMD,RX 7000 70,3,8,40,NVMe,512,1,IPS,16.0,1920x1080,60,99,90,1.13,36,1404.99
P053322,LP-LENOVO-SLIM-FVH-2019,Lenovo,Lenovo Slim FVH,Slim,Laptop,2019,Linux,Mainstream,Intel,Intel i5-10880,2,8,16,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,SSD,512,1,LED,15.6,2560x1600,90,50,65,1.7,24,1284.99
P053323,LP-LENOVO-ZEN-J6Z-2023,Lenovo,Lenovo Zen J6Z,Zen,Laptop,2023,macOS,Ultrabook,Intel,Intel i5-13812,3,8,16,2.4,3.3,NVIDIA,RTX 30 50,1,4,16,Hybrid,512,1,LED,14.0,1920x1080,60,80,240,1.57,36,1659.99
P053324,LP-LENOVO-THINK-XCJ-2023,Lenovo,Lenovo Think XCJ,Think,Laptop,2023,Windows,Mainstream,Intel,Intel i5-11395,3,8,16,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,NVMe,512,1,Mini-LED,14.0,1920x1080,144,50,45,1.57,36,1880.99
P053325,LP-LENOVO-SLIM-E8I-2023,Lenovo,Lenovo Slim E8I,Slim,Laptop,2023,macOS,Mainstream,Intel,Intel i7-13647,4,14,28,2.6,3.5,Apple,Apple Integrated,4,4,64,SSD,512,1,IPS,16.0,1920x1080,120,70,120,1.13,12,2012.99
P053326,LP-APPLE-CREATOR-7JH-2024,Apple,Apple Creator 7JH,Creator,Laptop,2024,macOS,Gaming,Apple,Apple M1 Max,3,10,10,2.4,3.2,Apple,Apple Integrated,3,0,32,SSD,512,1,LED,14.0,1920x1080,120,56,90,0.97,24,2236.99
P053327,LP-DELL-SLIM-ORJ-2022,Dell,Dell Slim ORJ,Slim,Laptop,2022,Windows,Gaming,AMD,AMD Ryzen 5 7730,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,NVMe,512,1,VA,14.0,2560x1600,144,99,90,1.17,36,1720.99
P053328,LP-LENOVO-NITRO-1HX-2023,Lenovo,Lenovo Nitro 1HX,Nitro,Laptop,2023,Windows,Mainstream,AMD,AMD Ryzen 3 6187,1,4,8,2.0,3.0,Intel,Arc A310,1,4,8,HDD,256,1,Mini-LED,16.0,1920x1080,90,60,65,1.53,24,1121.99
P053329,LP-ACER-THINK-Z2E-2025,Acer,Acer Think Z2E,Think,Laptop,2025,Windows,Ultrabook,AMD,AMD Ryzen 7 4337,5,16,32,2.8,3.7,AMD,RX 6000 80,4,10,64,Hybrid,512,1,OLED,17.3,1920x1080,60,56,90,1.84,12,2326.99
P053330,LP-DELL-LEGION-IIY-2022,Dell,Dell Legion IIY,Legion,Laptop,2022,Windows,Mainstream,AMD,AMD Ryzen 3 3589,1,6,12,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,Hybrid,1024,1,QLED,17.3,2560x1600,120,60,65,1.84,48,1583.99
P053331,LP-HP-THINK-076-2021,HP,HP Think 076,Think,Laptop,2021,Windows,Ultrabook,Intel,Intel i5-14502,3,10,20,2.4,3.3,Intel,Arc A380,2,0,16,Hybrid,1024,2,OLED,14.0,1920x1080,120,80,65,1.17,36,1961.99
P053332,LP-APPLE-LEGION-Y54-2024,Apple,Apple Legion Y54,Legion,Laptop,2024,Windows,Mainstream,Apple,Apple M2 Max,5,16,16,2.8,3.6,Apple,Apple Integrated,6,0,96,NVMe,256,1,LED,16.0,2880x1800,90,90,90,1.73,24,3290.99
