repair_id,product_id,sku,component_id,component_type,failure_date,date_key,failure_year,failure_month,failure_quarter,failure_type,failure_description,repair_status,warranty_claim,warranty_status,release_year,product_age_years,warranty_months,repair_cost,replacement_cost,bom_replacement_cost,cost_difference,repair_vs_replacement_ratio,downtime_days,component_cost,repairability_score,recyclability_score,estimated_resale_value,brand,model,product_family,msrp,component_type_bom
R0025848,P043800,LP-APPLE-STEALTH-QIG-2024,BAT-APPLE-STEALTH-QIG-2024,Battery,2026-06-25,20260625,2026,6,Q2,Battery not charging,Battery not charging reported for battery.,Component Replaced,False,Out of Warranty,2024,2,24,165.07,165.07,165.07,0.0,1.0,2,141.67,8,5,65.96,Apple,Apple Stealth QIG,Stealth,1799.99,Battery
R0025849,P043801,LP-ASUS-LEGION-MIT-2025,MB-ASUS-LEGION-MIT-2025,Motherboard,2026-06-09,20260609,2026,6,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,False,Out of Warranty,2025,1,12,718.75,718.75,718.75,0.0,1.0,5,575.28,4,7,202.83,ASUS,ASUS Legion MIT,Legion,2746.99,Motherboard
R0025850,P043803,LP-HP-PRO-I4V-2024,RAM-HP-PRO-I4V-2024,RAM,2025-10-07,20251007,2025,10,Q4,System crashes,System crashes reported for ram.,Component Replaced,True,Under Warranty,2024,1,24,194.74,194.74,194.74,0.0,1.0,2,178.9,9,8,94.65,HP,HP Pro I4V,Pro,2559.99,RAM
R0025851,P043806,LP-HP-AIR-0PU-2022,MB-HP-AIR-0PU-2022,Motherboard,2023-11-22,20231122,2023,11,Q4,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2022,1,24,330.92,330.92,330.92,0.0,1.0,9,287.5,4,7,170.6,HP,HP Air 0PU,Air,1293.99,Motherboard
R0025852,P043807,LP-HP-STEALTH-23C-2021,KBD-HP-STEALTH-23C-2021,Keyboard,2025-09-14,20250914,2025,9,Q3,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,False,Out of Warranty,2021,4,24,117.44,117.44,117.44,0.0,1.0,5,94.45,7,6,23.25,HP,HP Stealth 23C,Stealth,2282.99,Keyboard
R0025853,P043808,LP-RAZER-THINK-2W6-2023,MB-RAZER-THINK-2W6-2023,Motherboard,2026-06-30,20260630,2026,6,Q2,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2023,3,36,378.98,378.98,378.98,0.0,1.0,11,326.29,4,7,93.22,Razer,Razer Think 2W6,Think,1494.99,Motherboard
R0025854,P043811,LP-DELL-SLIM-OGA-2023,BAT-DELL-SLIM-OGA-2023,Battery,2024-02-10,20240210,2024,2,Q1,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2023,1,12,174.47,174.47,174.47,0.0,1.0,1,162.77,8,5,94.44,Dell,Dell Slim OGA,Slim,1993.99,Battery
R0025855,P043813,LP-LENOVO-SLIM-SRG-2024,RAM-LENOVO-SLIM-SRG-2024,RAM,2024-12-20,20241220,2024,12,Q4,Memory instability,Memory instability reported for ram.,Repaired,True,Under Warranty,2024,0,48,79.56,192.4,192.4,112.84,0.4135135135135135,1,167.4,9,8,36.87,Lenovo,Lenovo Slim SRG,Slim,2652.99,RAM
R0025856,P043813,LP-LENOVO-SLIM-SRG-2024,SSD-LENOVO-SLIM-SRG-2024,SSD,2026-05-15,20260515,2026,5,Q2,Drive not detected,Drive not detected reported for ssd.,Component Replaced,True,Under Warranty,2024,2,48,261.39,261.39,261.39,0.0,1.0,7,222.7,8,7,68.09,Lenovo,Lenovo Slim SRG,Slim,2652.99,SSD
R0025857,P043815,LP-APPLE-CREATOR-O0M-2024,MB-APPLE-CREATOR-O0M-2024,Motherboard,2025-07-16,20250716,2025,7,Q3,System instability,System instability reported for motherboard.,Repaired,True,Under Warranty,2024,1,36,302.84,660.55,660.55,357.71,0.45846642949057603,12,528.89,4,7,123.29,Apple,Apple Creator O0M,Creator,2459.99,Motherboard
R0025858,P043816,LP-DELL-LEGION-17U-2025,SSD-DELL-LEGION-17U-2025,SSD,2025-09-23,20250923,2025,9,Q3,Drive not detected,Drive not detected reported for ssd.,Component Replaced,True,Under Warranty,2025,0,24,242.63,242.63,242.63,0.0,1.0,5,222.66,8,7,120.2,Dell,Dell Legion 17U,Legion,2551.99,SSD
R0025859,P043822,LP-LENOVO-PRO-660-2024,KBD-LENOVO-PRO-660-2024,Keyboard,2026-03-06,20260306,2026,3,Q1,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,False,Out of Warranty,2024,2,12,63.5,63.5,63.5,0.0,1.0,2,56.37,7,6,31.38,Lenovo,Lenovo Pro 660,Pro,1509.99,Keyboard
R0025860,P043823,LP-APPLE-ZEN-6AN-2025,MB-APPLE-ZEN-6AN-2025,Motherboard,2025-12-01,20251201,2025,12,Q4,Boot failure,Boot failure reported for motherboard.,Repaired,True,Under Warranty,2025,0,24,274.72,648.99,648.99,374.27,0.4233039029877194,12,578.07,4,7,157.03,Apple,Apple Zen 6AN,Zen,2789.99,Motherboard
R0025861,P043824,LP-APPLE-CREATOR-K2G-2024,BAT-APPLE-CREATOR-K2G-2024,Battery,2025-01-23,20250123,2025,1,Q1,Rapid battery drain,Rapid battery drain reported for battery.,End of Life,False,Out of Warranty,2024,1,12,25.21,155.26,155.26,130.04999999999998,0.16237279402292928,3,145.5,8,5,75.02,Apple,Apple Creator K2G,Creator,2004.99,Battery
R0025862,P043825,LP-LENOVO-BLADE-3OB-2022,DSP-LENOVO-BLADE-3OB-2022,Display,2025-04-14,20250414,2025,4,Q2,Display failure,Display failure reported for display.,Component Replaced,False,Out of Warranty,2022,3,12,247.77,247.77,247.77,0.0,1.0,8,215.12,6,6,104.41,Lenovo,Lenovo Blade 3OB,Blade,1279.99,Display
R0025863,P043829,LP-ACER-THINK-UQX-2023,MB-ACER-THINK-UQX-2023,Motherboard,2023-10-06,20231006,2023,10,Q4,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,True,Under Warranty,2023,0,24,155.81,451.07,451.07,295.26,0.3454231050612987,12,389.41,4,7,154.28,Acer,Acer Think UQX,Think,1626.99,Motherboard
R0025864,P043832,LP-LENOVO-PRO-KWM-2021,RAM-LENOVO-PRO-KWM-2021,RAM,2022-09-18,20220918,2022,9,Q3,Memory instability,Memory instability reported for ram.,Repaired,True,Under Warranty,2021,1,24,34.19,98.65,98.65,64.46000000000001,0.34657881398884943,4,78.95,9,8,21.85,Lenovo,Lenovo Pro KWM,Pro,1199.99,RAM
R0025865,P043835,LP-ASUS-THINK-3M9-2019,DSP-ASUS-THINK-3M9-2019,Display,2024-04-02,20240402,2024,4,Q2,Display failure,Display failure reported for display.,Repaired,False,Out of Warranty,2019,5,36,78.66,247.66,247.66,169.0,0.3176128563352984,6,230.98,6,6,51.27,ASUS,ASUS Think 3M9,Think,1419.99,Display
R0025866,P043836,LP-GIGABYTE-SLIM-JZ2-2023,BAT-GIGABYTE-SLIM-JZ2-2023,Battery,2024-07-28,20240728,2024,7,Q3,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,True,Under Warranty,2023,1,24,168.67,168.67,168.67,0.0,1.0,4,152.28,8,5,71.74,Gigabyte,Gigabyte Slim JZ2,Slim,2000.99,Battery
R0025867,P043841,LP-LENOVO-BLADE-M88-2020,SSD-LENOVO-BLADE-M88-2020,SSD,2020-05-27,20200527,2020,5,Q2,Read/write errors,Read/write errors reported for ssd.,Component Replaced,True,Under Warranty,2020,0,24,233.48,233.48,233.48,0.0,1.0,5,205.9,8,7,78.77,Lenovo,Lenovo Blade M88,Blade,2421.99,SSD
R0025868,P043844,LP-HP-AIR-GSH-2023,MB-HP-AIR-GSH-2023,Motherboard,2023-09-02,20230902,2023,9,Q3,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,0,24,753.45,753.45,753.45,0.0,1.0,15,644.54,4,7,376.07,HP,HP Air GSH,Air,2952.99,Motherboard
R0025869,P043846,LP-GIGABYTE-PRO-UDG-2023,MB-GIGABYTE-PRO-UDG-2023,Motherboard,2023-02-11,20230211,2023,2,Q1,System instability,System instability reported for motherboard.,Repaired,True,Under Warranty,2023,0,24,301.22,558.87,558.87,257.65,0.5389804426789773,11,528.51,4,7,112.33,Gigabyte,Gigabyte Pro UDG,Pro,2420.99,Motherboard
R0025870,P043846,LP-GIGABYTE-PRO-UDG-2023,DSP-GIGABYTE-PRO-UDG-2023,Display,2025-10-18,20251018,2025,10,Q4,Dead pixels,Dead pixels reported for display.,Component Replaced,False,Out of Warranty,2023,2,24,479.69,479.69,479.69,0.0,1.0,4,439.17,6,6,243.66,Gigabyte,Gigabyte Pro UDG,Pro,2420.99,Display
R0025871,P043846,LP-GIGABYTE-PRO-UDG-2023,BAT-GIGABYTE-PRO-UDG-2023,Battery,2025-06-16,20250616,2025,6,Q2,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2023,2,24,91.16,203.35,203.35,112.19,0.448291123678387,1,185.94,8,5,99.87,Gigabyte,Gigabyte Pro UDG,Pro,2420.99,Battery
R0025872,P043846,LP-GIGABYTE-PRO-UDG-2023,SSD-GIGABYTE-PRO-UDG-2023,SSD,2026-07-02,20260702,2026,7,Q3,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2023,3,24,247.04,247.04,247.04,0.0,1.0,3,200.37,8,7,84.76,Gigabyte,Gigabyte Pro UDG,Pro,2420.99,SSD
R0025873,P043847,LP-ACER-SLIM-AXL-2022,MB-ACER-SLIM-AXL-2022,Motherboard,2023-09-08,20230908,2023,9,Q3,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,False,Out of Warranty,2022,1,12,164.61,460.76,460.76,296.15,0.35725757444222594,14,408.27,4,7,198.98,Acer,Acer Slim AXL,Slim,1928.99,Motherboard
R0025874,P043847,LP-ACER-SLIM-AXL-2022,KBD-ACER-SLIM-AXL-2022,Keyboard,2024-01-06,20240106,2024,1,Q1,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,False,Out of Warranty,2022,2,12,80.26,80.26,80.26,0.0,1.0,4,71.29,7,6,43.04,Acer,Acer Slim AXL,Slim,1928.99,Keyboard
R0025875,P043851,LP-HP-NITRO-CNL-2021,BAT-HP-NITRO-CNL-2021,Battery,2022-06-03,20220603,2022,6,Q2,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2021,1,12,42.19,164.31,164.31,122.12,0.2567707382386951,1,148.16,8,5,85.63,HP,HP Nitro CNL,Nitro,1885.99,Battery
R0025876,P043855,LP-HP-AIR-6FO-2023,MB-HP-AIR-6FO-2023,Motherboard,2023-07-30,20230730,2023,7,Q3,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,0,24,267.82,267.82,267.82,0.0,1.0,9,218.61,4,7,46.61,HP,HP Air 6FO,Air,980.99,Motherboard
R0025877,P043856,LP-ACER-THINK-L2D-2024,MB-ACER-THINK-L2D-2024,Motherboard,2026-04-01,20260401,2026,4,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,False,Out of Warranty,2024,2,24,381.59,659.59,659.59,278.00000000000006,0.5785260540638881,5,547.14,4,7,343.36,Acer,Acer Think L2D,Think,2345.99,Motherboard
R0025878,P043857,LP-LENOVO-BLADE-FJT-2020,KBD-LENOVO-BLADE-FJT-2020,Keyboard,2023-09-23,20230923,2023,9,Q3,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,False,Out of Warranty,2020,3,36,62.95,62.95,62.95,0.0,1.0,2,52.6,7,6,32.79,Lenovo,Lenovo Blade FJT,Blade,1333.99,Keyboard
R0025879,P043858,LP-RAZER-THINK-8WR-2022,BAT-RAZER-THINK-8WR-2022,Battery,2025-08-30,20250830,2025,8,Q3,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2022,3,24,153.56,153.56,153.56,0.0,1.0,4,133.59,8,5,43.58,Razer,Razer Think 8WR,Think,1739.99,Battery
R0025880,P043861,LP-ACER-CREATOR-48V-2019,SSD-ACER-CREATOR-48V-2019,SSD,2023-06-21,20230621,2023,6,Q2,Read/write errors,Read/write errors reported for ssd.,Component Replaced,False,Out of Warranty,2019,4,24,258.7,258.7,258.7,0.0,1.0,2,208.33,8,7,57.84,Acer,Acer Creator 48V,Creator,2165.99,SSD
R0025881,P043863,LP-DELL-STEALTH-KAZ-2023,MB-DELL-STEALTH-KAZ-2023,Motherboard,2024-03-28,20240328,2024,3,Q1,Boot failure,Boot failure reported for motherboard.,Repaired,True,Under Warranty,2023,1,24,463.38,960.08,960.08,496.70000000000005,0.48264727939338387,8,795.14,4,7,420.59,Dell,Dell Stealth KAZ,Stealth,3385.99,Motherboard
R0025882,P043865,LP-DELL-THINK-2FI-2023,MB-DELL-THINK-2FI-2023,Motherboard,2025-09-02,20250902,2025,9,Q3,Boot failure,Boot failure reported for motherboard.,Repaired,False,Out of Warranty,2023,2,12,285.54,503.58,503.58,218.03999999999996,0.5670201358274753,14,430.27,4,7,152.47,Dell,Dell Think 2FI,Think,2166.99,Motherboard
R0025883,P043870,LP-DELL-AIR-6DB-2019,MB-DELL-AIR-6DB-2019,Motherboard,2020-09-08,20200908,2020,9,Q3,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,True,Under Warranty,2019,1,24,198.47,487.73,487.73,289.26,0.40692596313534124,7,412.14,4,7,103.5,Dell,Dell Air 6DB,Air,1895.99,Motherboard
R0025884,P043871,LP-HP-ZEN-JOG-2023,BAT-HP-ZEN-JOG-2023,Battery,2023-11-21,20231121,2023,11,Q4,Battery degradation,Battery degradation reported for battery.,Component Replaced,True,Under Warranty,2023,0,12,252.82,252.82,252.82,0.0,1.0,2,221.52,8,5,74.3,HP,HP Zen JOG,Zen,2545.99,Battery
R0025885,P043877,LP-ASUS-ZEN-PPB-2022,BAT-ASUS-ZEN-PPB-2022,Battery,2025-01-22,20250122,2025,1,Q1,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2022,3,24,107.98,107.98,107.98,0.0,1.0,4,101.39,8,5,60.63,ASUS,ASUS Zen PPB,Zen,1245.99,Battery
R0025886,P043878,LP-LENOVO-ZEN-P46-2024,KBD-LENOVO-ZEN-P46-2024,Keyboard,2024-07-28,20240728,2024,7,Q3,Key failure,Key failure reported for keyboard.,Component Replaced,True,Under Warranty,2024,0,12,66.69,66.69,66.69,0.0,1.0,3,60.81,7,6,19.63,Lenovo,Lenovo Zen P46,Zen,1636.99,Keyboard
R0025887,P043879,LP-LENOVO-AIR-05Q-2023,BAT-LENOVO-AIR-05Q-2023,Battery,2026-05-03,20260503,2026,5,Q2,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2023,3,24,133.99,133.99,133.99,0.0,1.0,2,123.43,8,5,39.56,Lenovo,Lenovo Air 05Q,Air,1707.99,Battery
R0025888,P043881,LP-SAMSUNG-SLIM-47G-2018,MB-SAMSUNG-SLIM-47G-2018,Motherboard,2024-09-14,20240914,2024,9,Q3,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,False,Out of Warranty,2018,6,24,525.99,525.99,525.99,0.0,1.0,15,460.75,4,7,277.15,Samsung,Samsung Slim 47G,Slim,2044.99,Motherboard
R0025889,P043882,LP-DELL-AIR-8I5-2020,SSD-DELL-AIR-8I5-2020,SSD,2022-10-05,20221005,2022,10,Q4,Storage failure,Storage failure reported for ssd.,Repaired,True,Under Warranty,2020,2,36,47.74,158.66,158.66,110.91999999999999,0.30089499558804994,7,137.2,8,7,83.14,Dell,Dell Air 8I5,Air,1426.99,SSD
R0025890,P043884,LP-HP-CREATOR-25J-2023,DSP-HP-CREATOR-25J-2023,Display,2026-06-01,20260601,2026,6,Q2,Backlight failure,Backlight failure reported for display.,Component Replaced,False,Out of Warranty,2023,3,24,413.64,413.64,413.64,0.0,1.0,8,382.5,6,6,105.3,HP,HP Creator 25J,Creator,2122.99,Display
R0025891,P043884,LP-HP-CREATOR-25J-2023,KBD-HP-CREATOR-25J-2023,Keyboard,2024-12-03,20241203,2024,12,Q4,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,True,Under Warranty,2023,1,24,87.05,87.05,87.05,0.0,1.0,2,82.39,7,6,23.21,HP,HP Creator 25J,Creator,2122.99,Keyboard
R0025892,P043885,LP-DELL-SLIM-PZT-2024,MB-DELL-SLIM-PZT-2024,Motherboard,2024-10-04,20241004,2024,10,Q4,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2024,0,12,524.24,524.24,524.24,0.0,1.0,6,437.44,4,7,275.92,Dell,Dell Slim PZT,Slim,2056.99,Motherboard
R0025893,P043886,LP-LENOVO-AIR-9UD-2024,SSD-LENOVO-AIR-9UD-2024,SSD,2026-08-05,20260805,2026,8,Q3,Drive not detected,Drive not detected reported for ssd.,Component Replaced,False,Out of Warranty,2024,2,24,292.74,292.74,292.74,0.0,1.0,2,245.04,8,7,127.62,Lenovo,Lenovo Air 9UD,Air,2574.99,SSD
R0025894,P043889,LP-HP-LEGION-30T-2020,SSD-HP-LEGION-30T-2020,SSD,2026-02-26,20260226,2026,2,Q1,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2020,6,48,168.18,168.18,168.18,0.0,1.0,5,151.15,8,7,39.38,HP,HP Legion 30T,Legion,1617.99,SSD
R0025895,P043890,LP-DELL-CREATOR-O64-2020,DSP-DELL-CREATOR-O64-2020,Display,2022-07-13,20220713,2022,7,Q3,Display failure,Display failure reported for display.,Repaired,False,Out of Warranty,2020,2,12,170.68,314.04,314.04,143.36,0.5434976436122787,9,263.93,6,6,139.32,Dell,Dell Creator O64,Creator,1574.99,Display
R0025896,P043895,LP-APPLE-THINK-L98-2023,MB-APPLE-THINK-L98-2023,Motherboard,2026-01-01,20260101,2026,1,Q1,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,False,Out of Warranty,2023,3,12,272.24,500.32,500.32,228.07999999999998,0.5441317556763672,7,469.64,4,7,288.22,Apple,Apple Think L98,Think,2345.99,Motherboard
R0025897,P043895,LP-APPLE-THINK-L98-2023,SSD-APPLE-THINK-L98-2023,SSD,2026-06-09,20260609,2026,6,Q2,Read/write errors,Read/write errors reported for ssd.,Component Replaced,False,Out of Warranty,2023,3,12,228.77,228.77,228.77,0.0,1.0,5,212.62,8,7,72.24,Apple,Apple Think L98,Think,2345.99,SSD
R0025898,P043896,LP-DELL-NITRO-6E2-2024,DSP-DELL-NITRO-6E2-2024,Display,2025-02-27,20250227,2025,2,Q1,Dead pixels,Dead pixels reported for display.,Repaired,True,Under Warranty,2024,1,36,143.85,573.66,573.66,429.80999999999995,0.25075828888191615,4,491.28,6,6,294.84,Dell,Dell Nitro 6E2,Nitro,2971.99,Display
R0025899,P043898,LP-ACER-PRO-T3S-2022,MB-ACER-PRO-T3S-2022,Motherboard,2025-07-25,20250725,2025,7,Q3,System instability,System instability reported for motherboard.,Repaired,False,Out of Warranty,2022,3,36,259.74,484.33,484.33,224.58999999999997,0.5362872421695951,7,409.77,4,7,113.54,Acer,Acer Pro T3S,Pro,1734.99,Motherboard
R0025900,P043899,LP-APPLE-NITRO-KW2-2023,MB-APPLE-NITRO-KW2-2023,Motherboard,2026-03-09,20260309,2026,3,Q1,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2023,3,24,801.47,801.47,801.47,0.0,1.0,8,743.92,4,7,209.27,Apple,Apple Nitro KW2,Nitro,3342.99,Motherboard
R0025901,P043903,LP-ASUS-SLIM-PEZ-2023,BAT-ASUS-SLIM-PEZ-2023,Battery,2023-02-02,20230202,2023,2,Q1,Battery not charging,Battery not charging reported for battery.,Component Replaced,True,Under Warranty,2023,0,12,273.71,273.71,273.71,0.0,1.0,4,237.17,8,5,145.06,ASUS,ASUS Slim PEZ,Slim,3150.99,Battery
R0025902,P043905,LP-ACER-STEALTH-C8H-2020,KBD-ACER-STEALTH-C8H-2020,Keyboard,2025-02-22,20250222,2025,2,Q1,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,False,Out of Warranty,2020,5,24,122.29,122.29,122.29,0.0,1.0,3,99.43,7,6,33.41,Acer,Acer Stealth C8H,Stealth,2676.99,Keyboard
R0025903,P043908,LP-ASUS-ZEN-RYQ-2025,KBD-ASUS-ZEN-RYQ-2025,Keyboard,2026-03-07,20260307,2026,3,Q1,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,False,Out of Warranty,2025,1,12,61.04,61.04,61.04,0.0,1.0,3,57.99,7,6,11.93,ASUS,ASUS Zen RYQ,Zen,1571.99,Keyboard
R0025904,P043913,LP-DELL-ZEN-FUA-2022,MB-DELL-ZEN-FUA-2022,Motherboard,2024-10-23,20241023,2024,10,Q4,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,True,Under Warranty,2022,2,48,171.28,452.44,452.44,281.15999999999997,0.3785695340818672,13,370.91,4,7,128.76,Dell,Dell Zen FUA,Zen,1600.99,Motherboard
R0025905,P043913,LP-DELL-ZEN-FUA-2022,SSD-DELL-ZEN-FUA-2022,SSD,2026-04-02,20260402,2026,4,Q2,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2022,4,48,174.86,174.86,174.86,0.0,1.0,4,156.51,8,7,59.42,Dell,Dell Zen FUA,Zen,1600.99,SSD
R0025906,P043914,LP-HP-BLADE-9PL-2025,MB-HP-BLADE-9PL-2025,Motherboard,2026-08-31,20260831,2026,8,Q3,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,1,24,416.51,416.51,416.51,0.0,1.0,5,350.11,4,7,147.12,HP,HP Blade 9PL,Blade,1600.99,Motherboard
R0025907,P043914,LP-HP-BLADE-9PL-2025,SSD-HP-BLADE-9PL-2025,SSD,2025-10-25,20251025,2025,10,Q4,Drive not detected,Drive not detected reported for ssd.,Component Replaced,True,Under Warranty,2025,0,24,181.41,181.41,181.41,0.0,1.0,3,156.91,8,7,78.63,HP,HP Blade 9PL,Blade,1600.99,SSD
R0025908,P043916,LP-APPLE-NITRO-ZCH-2024,MB-APPLE-NITRO-ZCH-2024,Motherboard,2025-07-18,20250718,2025,7,Q3,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2024,1,12,720.56,720.56,720.56,0.0,1.0,11,661.24,4,7,155.49,Apple,Apple Nitro ZCH,Nitro,2800.99,Motherboard
R0025909,P043916,LP-APPLE-NITRO-ZCH-2024,KBD-APPLE-NITRO-ZCH-2024,Keyboard,2026-04-17,20260417,2026,4,Q2,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,False,Out of Warranty,2024,2,12,135.53,135.53,135.53,0.0,1.0,5,110.01,7,6,28.96,Apple,Apple Nitro ZCH,Nitro,2800.99,Keyboard
R0025910,P043919,LP-DELL-STEALTH-YAI-2023,BAT-DELL-STEALTH-YAI-2023,Battery,2024-09-23,20240923,2024,9,Q3,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,True,Under Warranty,2023,1,24,114.47,114.47,114.47,0.0,1.0,2,93.49,8,5,60.03,Dell,Dell Stealth YAI,Stealth,1229.99,Battery
R0025911,P043922,LP-MSI-BLADE-8IJ-2024,MB-MSI-BLADE-8IJ-2024,Motherboard,2024-09-03,20240903,2024,9,Q3,System instability,System instability reported for motherboard.,Repaired,True,Under Warranty,2024,0,24,195.77,329.98,329.98,134.21,0.5932783805079096,11,265.29,4,7,69.95,MSI,MSI Blade 8IJ,Blade,1237.99,Motherboard
R0025912,P043925,LP-LENOVO-THINK-T0R-2024,DSP-LENOVO-THINK-T0R-2024,Display,2024-02-08,20240208,2024,2,Q1,Dead pixels,Dead pixels reported for display.,Repaired,True,Under Warranty,2024,0,24,165.56,540.25,540.25,374.69,0.3064507172605275,3,457.66,6,6,147.74,Lenovo,Lenovo Think T0R,Think,2489.99,Display
R0025913,P043927,LP-ASUS-NITRO-2G7-2020,DSP-ASUS-NITRO-2G7-2020,Display,2021-12-12,20211212,2021,12,Q4,Screen flickering,Screen flickering reported for display.,End of Life,True,Under Warranty,2020,1,24,60.87,579.05,579.05,518.18,0.10512045591917797,3,525.48,6,6,203.3,ASUS,ASUS Nitro 2G7,Nitro,2771.99,Display
R0025914,P043928,LP-DELL-ZEN-VJB-2024,MB-DELL-ZEN-VJB-2024,Motherboard,2025-09-03,20250903,2025,9,Q3,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2024,1,24,457.02,457.02,457.02,0.0,1.0,8,434.66,4,7,213.68,Dell,Dell Zen VJB,Zen,1808.99,Motherboard
R0025915,P043931,LP-DELL-AIR-44I-2025,KBD-DELL-AIR-44I-2025,Keyboard,2026-06-03,20260603,2026,6,Q2,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,False,Out of Warranty,2025,1,12,86.86,86.86,86.86,0.0,1.0,1,79.77,7,6,33.9,Dell,Dell Air 44I,Air,2141.99,Keyboard
R0025916,P043932,LP-APPLE-SLIM-1ZW-2022,MB-APPLE-SLIM-1ZW-2022,Motherboard,2023-05-09,20230509,2023,5,Q2,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2022,1,12,797.52,797.52,797.52,0.0,1.0,9,684.62,4,7,370.95,Apple,Apple Slim 1ZW,Slim,3424.99,Motherboard
R0025917,P043932,LP-APPLE-SLIM-1ZW-2022,BAT-APPLE-SLIM-1ZW-2022,Battery,2025-05-09,20250509,2025,5,Q2,Battery not charging,Battery not charging reported for battery.,Component Replaced,False,Out of Warranty,2022,3,12,323.09,323.09,323.09,0.0,1.0,1,275.03,8,5,101.25,Apple,Apple Slim 1ZW,Slim,3424.99,Battery
R0025918,P043934,LP-DELL-THINK-WO8-2019,BAT-DELL-THINK-WO8-2019,Battery,2021-12-04,20211204,2021,12,Q4,Battery degradation,Battery degradation reported for battery.,Repaired,False,Out of Warranty,2019,2,12,41.66,97.26,97.26,55.60000000000001,0.4283364178490643,3,85.13,8,5,19.08,Dell,Dell Think WO8,Think,1088.99,Battery
R0025919,P043935,LP-MSI-STEALTH-6LT-2021,DSP-MSI-STEALTH-6LT-2021,Display,2026-01-26,20260126,2026,1,Q1,Display failure,Display failure reported for display.,Component Replaced,False,Out of Warranty,2021,5,12,297.54,297.54,297.54,0.0,1.0,8,278.43,6,6,179.36,MSI,MSI Stealth 6LT,Stealth,1624.99,Display
R0025920,P043936,LP-LENOVO-NITRO-VZD-2024,BAT-LENOVO-NITRO-VZD-2024,Battery,2026-05-03,20260503,2026,5,Q2,Battery swelling,Battery swelling reported for battery.,Repaired,True,Under Warranty,2024,2,36,61.99,146.06,146.06,84.07,0.4244146241270711,2,131.9,8,5,63.06,Lenovo,Lenovo Nitro VZD,Nitro,1630.99,Battery
R0025921,P043937,LP-APPLE-PRO-ZVZ-2023,MB-APPLE-PRO-ZVZ-2023,Motherboard,2025-03-28,20250328,2025,3,Q1,Power failure,Power failure reported for motherboard.,End of Life,False,Out of Warranty,2023,2,12,84.01,604.98,604.98,520.97,0.1388640946808159,15,484.28,4,7,120.69,Apple,Apple Pro ZVZ,Pro,2139.99,Motherboard
R0025922,P043938,LP-DELL-SLIM-SRI-2021,KBD-DELL-SLIM-SRI-2021,Keyboard,2022-03-02,20220302,2022,3,Q1,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,End of Life,False,Out of Warranty,2021,1,12,4.41,73.77,73.77,69.36,0.059780398535990244,5,60.57,7,6,12.17,Dell,Dell Slim SRI,Slim,1543.99,Keyboard
